"","season","week","order","contestant","song","artist","song_theme","result"
"233","Season_03","20040210_top_32_group_1",6,"Jennifer Hudson","Imagine","John Lennon",NA,"Wild Card"
"234","Season_03","20040210_top_32_group_1",7,"Matthew Metzger","Walking in Memphis","Marc Cohn",NA,"Wild Card (Top 3)"
"235","Season_03","20040210_top_32_group_1",8,"Fantasia Barrino","Something to Talk About","Bonnie Raitt",NA,"Advanced"
"236","Season_03","20040217_top_32_group_2",1,"Matthew Rogers","What You Won't Do for Love","Bobby Caldwell",NA,"Advanced"
"237","Season_03","20040217_top_32_group_2",2,"Briana Ramirez-Rial","Don't Know Why","Norah Jones",NA,"Eliminated"
"238","Season_03","20040217_top_32_group_2",3,"Noel Roman","This I Promise You (*NSYNC)","*NSYNC",NA,"Eliminated"
"239","Season_03","20040217_top_32_group_2",4,"Kara Master","I'm Outta Love","Anastacia",NA,"Eliminated"
"240","Season_03","20040217_top_32_group_2",5,"Lisa Leuschner","Sweet Thing","Chaka Khan",NA,"Top 3/Eliminated"
"241","Season_03","20040217_top_32_group_2",6,"Jesus Roman","Back at One","Brian McKnight",NA,"Eliminated"
"242","Season_03","20040217_top_32_group_2",7,"Camile Velasco","One Last Cry","Brian McKnight",NA,"Advanced"
"243","Season_03","20040217_top_32_group_2",8,"Marisa Joy","Some Kind of Wonderful","Soul Brothers Six",NA,"Eliminated"
"244","Season_03","20040224_top_32_group_3",1,"Elizabeth LeTendre","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",NA,"Wild Card"
"245","Season_03","20040224_top_32_group_3",2,"Eric Yoder","In the Still of the Night","The Five Satins",NA,"Eliminated"
"246","Season_03","20040224_top_32_group_3",3,"Amy Adams","The Power of Love","Jennifer Rush",NA,"Advanced"
"247","Season_03","20040224_top_32_group_3",4,"Jon Peter Lewis","Tiny Dancer","Elton John",NA,"Wild Card (Top 3)"
"248","Season_03","20040224_top_32_group_3",5,"Charly Lowry","Chain of Fools","Aretha Franklin",NA,"Eliminated"
"249","Season_03","20040224_top_32_group_3",6,"Jonah Moananu","I Wish","Carl Thomas",NA,"Eliminated"
"250","Season_03","20040224_top_32_group_3",7,"Leah LaBelle","I Have Nothing","Whitney Houston",NA,"Wild Card"
"251","Season_03","20040224_top_32_group_3",8,"LaToya London","All By Myself","Eric Carmen",NA,"Advanced"
"252","Season_03","20040302_top_32_group_4",1,"Suzy Vulaca","Un-Break My Heart","Toni Braxton",NA,"Wild Card"
"253","Season_03","20040302_top_32_group_4",2,"John Preator","That's What Love Is All About","Michael Bolton",NA,"Eliminated"
"254","Season_03","20040302_top_32_group_4",3,"Heather Piccinini","New Attitude","Patti LaBelle",NA,"Eliminated"
"255","Season_03","20040302_top_32_group_4",4,"John Stevens","She's Always a Woman","Billy Joel",NA,"Advanced"
"256","Season_03","20040302_top_32_group_4",5,"Jasmine Trias","Run to You","Whitney Houston",NA,"Advanced"
"257","Season_03","20040302_top_32_group_4",6,"George Huff","Always and Forever","Heatwave",NA,"Wild Card (Top 3)"
"258","Season_03","20040302_top_32_group_4",7,"Lisa Wilson","Come to My Window","Melissa Etheridge",NA,"Eliminated"
"259","Season_03","20040302_top_32_group_4",8,"Tiara Purifoy","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",NA,"Eliminated"
"260","Season_03","20040309_wildcard",1,"Jon Peter Lewis","A Little Less Conversation","Elvis Presley",NA,"Advanced (Public Vote)"
"261","Season_03","20040309_wildcard",2,"Elizabeth LeTendre","The First Time Ever I Saw Your Face","Peggy Seeger",NA,"Eliminated"
"262","Season_03","20040309_wildcard",3,"Katie Webber","So Emotional","Whitney Houston",NA,"Eliminated"
"263","Season_03","20040309_wildcard",4,"George Huff","Lean on Me","Bill Withers",NA,"Advanced (Simon's Choice)"
"264","Season_03","20040309_wildcard",5,"Suzy Vulaca","I Will Survive","Gloria Gaynor",NA,"Eliminated"
"265","Season_03","20040309_wildcard",6,"Matthew Metzger","When I See You Smile","Bad English",NA,"Eliminated"
"266","Season_03","20040309_wildcard",7,"Leah LaBelle","Let's Stay Together","Al Green",NA,"Advanced (Paula's Choice)"
"267","Season_03","20040309_wildcard",8,"Jennifer Hudson","I Believe in You and Me","Four Tops",NA,"Advanced (Randy's Choice)"
"268","Season_03","20040316_top_12_perform",1,"LaToya London","Ain't Nobody","Chaka Khan",NA,"Safe"
"269","Season_03","20040316_top_12_perform",2,"Amy Adams","You Make Me Feel Brand New","The Stylistics",NA,"Bottom Three"
"270","Season_03","20040316_top_12_perform",3,"Matthew Rogers","Hard to Handle","Otis Redding",NA,"Safe"
"271","Season_03","20040316_top_12_perform",4,"Camile Velasco","Son of a Preacher Man","Dusty Springfield",NA,"Safe"
"272","Season_03","20040316_top_12_perform",5,"Jon Peter Lewis","Drift Away","John Henry Kurtz",NA,"Safe"
"273","Season_03","20040316_top_12_perform",6,"Fantasia Barrino","Signed, Sealed, Delivered I'm Yours","Stevie Wonder",NA,"Safe"
"274","Season_03","20040316_top_12_perform",7,"George Huff","(Sittin' On) The Dock of the Bay","Otis Redding",NA,"Safe"
"275","Season_03","20040316_top_12_perform",8,"Jennifer Hudson","Baby I Love You","Aretha Franklin",NA,"Bottom Two"
"276","Season_03","20040316_top_12_perform",9,"John Stevens","Lately","Stevie Wonder",NA,"Safe"
"277","Season_03","20040316_top_12_perform",10,"Leah LaBelle","You Keep Me Hangin' On","The Supremes",NA,"Eliminated"
"278","Season_03","20040316_top_12_perform",11,"Jasmine Trias","Inseparable","Natalie Cole",NA,"Safe"
"279","Season_03","20040316_top_12_perform",12,"Diana DeGarmo","Think","Aretha Franklin",NA,"Safe"
"280","Season_03","20040323_top_11_perform",1,"Diana DeGarmo","A Broken Wing","Martina McBride",NA,"Bottom Three"
"281","Season_03","20040323_top_11_perform",2,"George Huff","I Can Love You Like That","John Michael Montgomery",NA,"Safe"
"282","Season_03","20040323_top_11_perform",3,"Fantasia Barrino","Always on My Mind","Brenda Lee",NA,"Safe"
"283","Season_03","20040323_top_11_perform",4,"John Stevens","King of the Road","Roger Miller",NA,"Safe"
"284","Season_03","20040323_top_11_perform",5,"Camile Velasco","Desperado","The Eagles",NA,"Bottom Two"
"285","Season_03","20040323_top_11_perform",6,"Jennifer Hudson","No One Else on Earth","Wynonna Judd",NA,"Safe"
"286","Season_03","20040323_top_11_perform",7,"Jon Peter Lewis","She Believes in Me","Kenny Rogers",NA,"Safe"
"287","Season_03","20040323_top_11_perform",8,"Jasmine Trias","Breathe","Faith Hill",NA,"Safe"
"288","Season_03","20040323_top_11_perform",9,"Matthew Rogers","Amazed","Lonestar",NA,"Eliminated"
"289","Season_03","20040323_top_11_perform",10,"LaToya London","Ain't Goin' Down ('Til the Sun Comes Up)","Garth Brooks",NA,"Safe"
"290","Season_03","20040323_top_11_perform",11,"Amy Adams","Sin Wagon","Dixie Chicks",NA,"Safe"
"291","Season_03","20040330_top_10_perform",1,"Camile Velasco","For Once in My Life","Stevie Wonder",NA,"Safe"
"292","Season_03","20040330_top_10_perform",2,"Jon Peter Lewis","This Old Heart of Mine","The Isley Brothers",NA,"Safe"
"293","Season_03","20040330_top_10_perform",3,"LaToya London","Ooo Baby Baby","The Miracles",NA,"Bottom Three"
"294","Season_03","20040330_top_10_perform",4,"Amy Adams","Dancing in the Street","Martha & the Vandellas",NA,"Eliminated"
"295","Season_03","20040330_top_10_perform",5,"John Stevens","My Girl","The Temptations",NA,"Safe"
"296","Season_03","20040330_top_10_perform",6,"Jennifer Hudson","(Love Is Like a) Heat Wave","Martha & the Vandellas",NA,"Bottom Two"
"297","Season_03","20040330_top_10_perform",7,"Jasmine Trias","You're All I Need to Get By","Marvin Gaye and Tammi Terrell",NA,"Safe"
"298","Season_03","20040330_top_10_perform",8,"Diana DeGarmo","Do You Love Me","The Contours",NA,"Safe"
"299","Season_03","20040330_top_10_perform",9,"Fantasia Barrino","I Heard It Through the Grapevine","The Miracles",NA,"Safe"
"300","Season_03","20040330_top_10_perform",10,"George Huff","Ain't Too Proud to Beg","The Temptations",NA,"Safe"
"301","Season_03","20040406_top_9_perform",1,"Fantasia Barrino","Something About the Way You Look Tonight","Elton John",NA,"Safe"
"302","Season_03","20040406_top_9_perform",2,"Jon Peter Lewis","Rocket Man","Elton John",NA,"Safe"
"303","Season_03","20040406_top_9_perform",3,"Jasmine Trias","Don't Let the Sun Go Down on Me","Elton John",NA,"Bottom Two"
"304","Season_03","20040406_top_9_perform",4,"John Stevens","Crocodile Rock","Elton John",NA,"Safe"
"305","Season_03","20040406_top_9_perform",5,"Camile Velasco","Goodbye Yellow Brick Road","Elton John",NA,"Eliminated"
"306","Season_03","20040406_top_9_perform",6,"George Huff","Take Me to the Pilot","Elton John",NA,"Safe"
"307","Season_03","20040406_top_9_perform",7,"Diana DeGarmo","I'm Still Standing","Elton John",NA,"Bottom Three"
"308","Season_03","20040406_top_9_perform",8,"LaToya London","Someone Saved My Life Tonight","Elton John",NA,"Safe"
"309","Season_03","20040406_top_9_perform",9,"Jennifer Hudson","Circle of Life","Carmen Twillie,Lebo M.",NA,"Safe"
"310","Season_03","20040414_top_8_perform_1",1,"George Huff","Against All Odds (Take a Look at Me Now)","Phil Collins","Against All Odds","Safe"
"311","Season_03","20040414_top_8_perform_1",2,"Jennifer Hudson","I Have Nothing","Whitney Houston","The Bodyguard","Safe"
"312","Season_03","20040414_top_8_perform_1",3,"Jon Peter Lewis","Jailhouse Rock","Elvis Presley","Jailhouse Rock","Eliminated"
"313","Season_03","20040414_top_8_perform_1",4,"Diana DeGarmo","My Heart Will Go On","Celine Dion","Titanic","Bottom Three"
"314","Season_03","20040414_top_8_perform_1",5,"Fantasia Barrino","Summertime","Abbie Mitchell","Porgy And Bess","Safe"
"315","Season_03","20040414_top_8_perform_1",6,"Jasmine Trias","When I Fall in Love","Doris Day","Sleepless In Seattle","Safe"
"316","Season_03","20040414_top_8_perform_1",7,"John Stevens","As Time Goes By","Dooley Wilson","Casablanca","Bottom Two"
"317","Season_03","20040414_top_8_perform_1",8,"LaToya London","Somewhere","Reri Grist","West Side Story","Safe"
"318","Season_03","20040420_top_7_perform",1,"Diana DeGarmo","One Voice","The Wailin' Jennys",NA,"Safe"
"319","Season_03","20040420_top_7_perform",2,"George Huff","Tryin' to Get the Feeling Again","Barry Manilow",NA,"Safe"
"320","Season_03","20040420_top_7_perform",3,"Jennifer Hudson","Weekend in New England","Barry Manilow",NA,"Eliminated"
"321","Season_03","20040420_top_7_perform",4,"Jasmine Trias","I'll Never Love This Way Again","Dionne Warwick",NA,"Safe"
"322","Season_03","20040420_top_7_perform",5,"LaToya London","All the Time","Jeremih,Lil Wayne,Natasha Mosley",NA,"Bottom Three"
"323","Season_03","20040420_top_7_perform",6,"John Stevens","Mandy","Barry Manilow",NA,"Safe"
"324","Season_03","20040420_top_7_perform",7,"Fantasia Barrino","It's a Miracle","Barry Manilow",NA,"Bottom Two"
"325","Season_03","20040427_top_6_perform",1,"Fantasia Barrino","Get on Your Feet","Gloria Estefan",NA,"Safe"
"326","Season_03","20040427_top_6_perform",2,"George Huff","Live for Loving You","Gloria Estefan",NA,"Bottom Two"
"327","Season_03","20040427_top_6_perform",3,"LaToya London","Rhythm Is Gonna Get You","Gloria Estefan And Miami Sound Machine,Miami Sound Machine",NA,"Safe"
"328","Season_03","20040427_top_6_perform",4,"John Stevens","Music of My Heart","Gloria Estefan,*NSYNC",NA,"Eliminated"
"329","Season_03","20040427_top_6_perform",5,"Jasmine Trias","Here We Are","Gloria Estefan",NA,"Bottom Three"
"330","Season_03","20040427_top_6_perform",6,"Diana DeGarmo","Turn the Beat Around","Vicki Sue Robinson",NA,"Safe"
"331","Season_03","20040504_top_5_perform",1,"Diana DeGarmo","Someone to Watch Over Me","Gertrude Lawrence","First Song","Safe"
"332","Season_03","20040504_top_5_perform",2,"Diana DeGarmo","Get Happy","Ruth Etting","Second Song","Safe"
"333","Season_03","20040504_top_5_perform",3,"George Huff","Cheek to Cheek","Fred Astaire","First Song","Eliminated"
"334","Season_03","20040504_top_5_perform",4,"George Huff","What a Wonderful World","Louis Armstrong","Second Song","Eliminated"
"335","Season_03","20040504_top_5_perform",5,"LaToya London","Too Close for Comfort","Eydie Gormé","First Song","Safe"
"336","Season_03","20040504_top_5_perform",6,"LaToya London","Don't Rain on My Parade","Barbra Streisand","Second Song","Safe"
"337","Season_03","20040504_top_5_perform",7,"Jasmine Trias","The Way You Look Tonight","Fred Astaire","First Song","Bottom Two"
"338","Season_03","20040504_top_5_perform",8,"Jasmine Trias","Almost Like Being in Love","Nat King Cole","Second Song","Bottom Two"
"339","Season_03","20040504_top_5_perform",9,"Fantasia Barrino","Crazy Little Thing Called Love","Queen","First Song","Safe"
"340","Season_03","20040504_top_5_perform",10,"Fantasia Barrino","What Are You Doing the Rest of Your Life?","Julie Andrews","Second Song","Safe"
"341","Season_03","20040511_top_4_perform",1,"Jasmine Trias","Everlasting Love","Carl Carlton","First Song","Safe"
"342","Season_03","20040511_top_4_perform",2,"LaToya London","Love You Inside Out","The Bee Gees","First Song","Eliminated"
"343","Season_03","20040511_top_4_perform",3,"Fantasia Barrino","Knock on Wood","Eddie Floyd","First Song","Bottom Two"
"344","Season_03","20040511_top_4_perform",4,"Diana DeGarmo","This Is It","Melba Moore","First Song","Safe"
"345","Season_03","20040511_top_4_perform",5,"Jasmine Trias","It's Raining Men","The Weather Girls","Second Song","Safe"
"346","Season_03","20040511_top_4_perform",6,"LaToya London","Don't Leave Me This Way","Thelma Houston","Second Song","Eliminated"
"347","Season_03","20040511_top_4_perform",7,"Fantasia Barrino","Holding Out for a Hero","Bonnie Tyler","Second Song","Bottom Two"
"348","Season_03","20040511_top_4_perform",8,"Diana DeGarmo","No More Tears (Enough Is Enough)","Barbra Streisand and Donna Summer","Second Song","Safe"
"349","Season_03","20040518_top_3_perform",1,"Jasmine Trias","Saving All My Love for You","Whitney Houston","First Song","Third Place"
"350","Season_03","20040518_top_3_perform",2,"Fantasia Barrino","Chain of Fools","Aretha Franklin","First Song","Safe"
"351","Season_03","20040518_top_3_perform",3,"Diana DeGarmo","Ain't No Mountain High Enough(Marvin Gaye and Tammi Terrell)","Marvin Gaye and Tammi Terrell","First Song","Safe"
"352","Season_03","20040518_top_3_perform",4,"Jasmine Trias","Mr. Melody (Natalie Cole) – Paula Abdul","Natalie Cole","Second Song","Third Place"
"353","Season_03","20040518_top_3_perform",5,"Fantasia Barrino","A Fool in Love (Ike & Tina Turner) – Simon Cowell","Ike & Tina Turner","Second Song","Safe"
"354","Season_03","20040518_top_3_perform",6,"Diana DeGarmo","Because You Loved Me (Celine Dion) – Randy Jackson","Céline Dion","Second Song","Safe"
"355","Season_03","20040518_top_3_perform",7,"Jasmine Trias","All by Myself","Eric Carmen","Third Song","Third Place"
"356","Season_03","20040518_top_3_perform",8,"Fantasia Barrino","Greatest Love of All","George Benson","Third Song","Safe"
"357","Season_03","20040518_top_3_perform",9,"Diana DeGarmo","Don't Cry Out Loud","Melissa Manchester","Third Song","Safe"
"358","Season_03","20040525_top_2_perform_finale",1,"Diana DeGarmo","I Believe","The Darkness","First Song","Runner-up"
"359","Season_03","20040525_top_2_perform_finale",2,"Fantasia Barrino","All My Life","K-Ci & JoJo","First Song","Winner"
"360","Season_03","20040525_top_2_perform_finale",3,"Diana DeGarmo","No More Tears (Enough Is Enough)","Barbra Streisand and Donna Summer","Second Song","Runner-up"
"361","Season_03","20040525_top_2_perform_finale",4,"Fantasia Barrino","Summertime","Abbie Mitchell","Second Song","Winner"
"362","Season_03","20040525_top_2_perform_finale",5,"Diana DeGarmo","Don't Cry Out Loud","Melissa Manchester","Third Song","Runner-up"
"363","Season_03","20040525_top_2_perform_finale",6,"Fantasia Barrino","I Believe","The Darkness","Third Song","Winner"
"364","Season_04","20050221_top_24_top_12_men_perform",1,"Nikko Smith","Part-Time Lover","Stevie Wonder",NA,"Safe"
"365","Season_04","20050221_top_24_top_12_men_perform",2,"Scott Savol","You Are My Lady","Freddie Jackson",NA,"Safe"
"366","Season_04","20050221_top_24_top_12_men_perform",3,"Anthony Fedorov","Hold on to the Nights","Richard Marx",NA,"Safe"
"367","Season_04","20050221_top_24_top_12_men_perform",4,"Bo Bice","Drift Away","John Henry Kurtz",NA,"Safe"
"368","Season_04","20050221_top_24_top_12_men_perform",5,"Travis Tucker","My Cherie Amour","Stevie Wonder",NA,"Safe"
"369","Season_04","20050221_top_24_top_12_men_perform",6,"Constantine Maroulis","Kiss from a Rose","Seal",NA,"Safe"
"370","Season_04","20050221_top_24_top_12_men_perform",7,"David Brown","Never Can Say Goodbye","The Jackson 5",NA,"Safe"
"371","Season_04","20050221_top_24_top_12_men_perform",8,"Michael Grimaldi","How Could I","Marc Anthony",NA,"Eliminated"
"372","Season_04","20050221_top_24_top_12_men_perform",9,"Anwar Robinson","Moon River","Andy Williams",NA,"Safe"
"373","Season_04","20050221_top_24_top_12_men_perform",10,"Judd Harris","Travelin' Band","Creedence Clearwater Revival",NA,"Eliminated"
"374","Season_04","20050221_top_24_top_12_men_perform",11,"Joseph Murena","How Am I Supposed to Live Without You","Laura Branigan",NA,"Safe"
"375","Season_04","20050221_top_24_top_12_men_perform",12,"Mario Vazquez","Do I Do","Stevie Wonder",NA,"Safe"
"376","Season_04","20050222_top_24_top_12_women_perform",1,"Jessica Sierra","Shop Around","The Miracles",NA,"Bottom 3"
"377","Season_04","20050222_top_24_top_12_women_perform",2,"Anwar Robinson","A House is Not a Home","Dionne Warwick",NA,"Safe"
"378","Season_04","20050222_top_24_top_12_women_perform",3,"Mikalah Gordon","Son of a Preacher Man","Dusty Springfield",NA,"Bottom 2"
"379","Season_04","20050222_top_24_top_12_women_perform",4,"Constantine Maroulis","You've Made Me So Very Happy","Brenda Holloway",NA,"Safe"
"380","Season_04","20050222_top_24_top_12_women_perform",5,"Lindsey Cardinale","Knock on Wood","Eddie Floyd",NA,"Eliminated"
"381","Season_04","20050222_top_24_top_12_women_perform",6,"Anthony Fedorov","Breaking Up Is Hard to Do","Neil Sedaka",NA,"Safe"
"382","Season_04","20050222_top_24_top_12_women_perform",7,"Nadia Turner","You Don't Have to Say You Love Me","Dusty Springfield",NA,"Safe"
"383","Season_04","20050222_top_24_top_12_women_perform",8,"Bo Bice","Spinning Wheel","Blood, Sweat & Tears",NA,"Safe"
